,idx,target,captions,path
2244,2244,89,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0032_79280.jpg
2245,2245,89,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0085_79285.jpg
2246,2246,89,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0054_79542.jpg
2247,2247,89,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0013_79301.jpg
2248,2248,89,there is a duck that is flying over the water,/shared/lisabdunlap/data/CUB_200_2011/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0003_79303.jpg
2249,2249,89,there is a duck that is swimming in the water,/shared/lisabdunlap/data/CUB_200_2011/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0010_79567.jpg
2250,2250,90,there is a bird that is standing on a bag of bread,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0096_79878.jpg
2251,2251,90,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0024_79623.jpg
2252,2252,90,arafed bird standing in the grass with a black and white background,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0085_81417.jpg
2253,2253,90,there is a bird that is standing on some snow,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0015_80652.jpg
2254,2254,90,there is a bird sitting on a branch with berries in the background,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0035_79635.jpg
2255,2255,90,there is a bird that is standing on a pile of dirt,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0103_79659.jpg
2256,2256,90,there is a small bird that is standing on a rock,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0050_80184.jpg
2257,2257,90,there is a small bird standing on the ground in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0048_80441.jpg
2258,2258,90,there is a bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0077_81470.jpg
2259,2259,90,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0056_81986.jpg
2260,2260,90,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0004_81991.jpg
2261,2261,90,there is a bird that is standing in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0008_81226.jpg
2262,2262,90,there is a small bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0097_79951.jpg
2263,2263,90,there is a small bird sitting on a metal pole,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0010_79955.jpg
2264,2264,90,there is a bird that is standing on the roof of a building,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0069_79760.jpg
2265,2265,90,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0106_81381.jpg
2266,2266,90,there is a small bird sitting on a branch in the wild,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0094_80232.jpg
2267,2267,90,there is a bird standing on a rock in the middle of the field,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0072_80789.jpg
2268,2268,90,there is a bird that is sitting on a bird bath,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0109_79682.jpg
2269,2269,90,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0019_81296.jpg
2270,2270,90,there is a small bird standing on the ground in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0038_81299.jpg
2271,2271,90,there is a bird that is standing on a rock,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0083_79862.jpg
2272,2272,90,there is a bird that is standing on a branch with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0057_79643.jpg
2273,2273,90,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0047_80819.jpg
2274,2274,90,there is a bird that is sitting on a pine tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/091.Mockingbird/Mockingbird_0046_81086.jpg
2275,2275,91,there is a bird that is sitting on a post,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0041_82183.jpg
2276,2276,91,there is a small bird sitting on a wooden post in a field,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0004_84011.jpg
2277,2277,91,there is a bird that is flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0082_82242.jpg
2278,2278,91,there is a bird that is sitting on the ground in the sand,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0046_82246.jpg
2279,2279,91,there is a bird that is standing in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0043_84039.jpg
2280,2280,91,there is a bird that is standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0061_82509.jpg
2281,2281,91,there is a bird that is sitting on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0073_83540.jpg
2282,2282,91,there is a bird that is sitting on a chair,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0035_84077.jpg
2283,2283,91,there is a bird that is sitting on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0045_82807.jpg
2284,2284,91,there is a small owl sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0050_84094.jpg
2285,2285,91,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0014_82624.jpg
2286,2286,91,there is a small bird that is sitting on a pole,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0019_83850.jpg
2287,2287,91,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0003_82827.jpg
2288,2288,91,araffe flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0012_84333.jpg
2289,2289,91,there is a bird that is standing in the dirt,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0034_82578.jpg
2290,2290,91,there is a bird that is flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0090_82579.jpg
2291,2291,91,there is a bird that is sitting on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0068_82368.jpg
2292,2292,91,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0055_83352.jpg
2293,2293,91,there is a bird that is sitting on a log by the water,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0058_83270.jpg
2294,2294,91,there is a bird that is laying on the ground with its head in the dirt,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0018_83639.jpg
2295,2295,91,there is a bird that is flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0051_82619.jpg
2296,2296,91,there is a small bird sitting on a green rail,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0083_83647.jpg
2297,2297,91,there is a bird that is flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0032_795333.jpg
2298,2298,91,araffe flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0067_795335.jpg
2299,2299,91,there is a bird that is flying in the sky with its wings spread,/shared/lisabdunlap/data/CUB_200_2011/images/092.Nighthawk/Nighthawk_0030_795338.jpg
2300,2300,92,there is a small bird that is standing on a rock,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0105_85097.jpg
2301,2301,92,there is a bird that is sitting on a ledge,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0020_85099.jpg
2302,2302,92,there is a small bird sitting on a table outside,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0098_85105.jpg
2303,2303,92,there is a bird that is sitting on a rock by the water,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0138_85633.jpg
2304,2304,92,there is a bird that is sitting on a ledge,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0071_85125.jpg
2305,2305,92,there is a small bird standing on a rock in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0124_85128.jpg
2306,2306,92,there is a bird that is standing on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0101_85656.jpg
2307,2307,92,arafed bird standing on a rock with a blue sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0084_85149.jpg
2308,2308,92,there is a small bird that is sitting on a ledge,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0137_85172.jpg
2309,2309,92,there is a bird that is sitting on a rock in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0011_85698.jpg
2310,2310,92,there is a small bird that is standing on a tree stump,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0075_85715.jpg
2311,2311,92,there is a small bird standing on a rock near a river,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0069_84767.jpg
2312,2312,92,there is a bird that is sitting on a rock in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0060_84862.jpg
2313,2313,92,there is a bird that is sitting on a rock,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0017_84777.jpg
2314,2314,92,there is a small bird standing in the grass on the ground,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0003_85296.jpg
2315,2315,92,there is a bird that is sitting on a post,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0067_85302.jpg
2316,2316,92,there is a bird that is standing on a wooden platform,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0013_84791.jpg
2317,2317,92,there is a small bird sitting on a branch in the forest,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0130_85304.jpg
2318,2318,92,there is a bird that is standing on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0073_85343.jpg
2319,2319,92,there is a small bird that is sitting on a rock,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0112_85350.jpg
2320,2320,92,there is a bird that is sitting on a rock in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0063_84869.jpg
2321,2321,92,there is a bird that is sitting on a branch in the snow,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0058_85384.jpg
2322,2322,92,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0066_85390.jpg
2323,2323,92,there is a bird that is sitting on a wooden rail,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0087_84898.jpg
2324,2324,92,there is a small bird standing on the ground in the grass,/shared/lisabdunlap/data/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0117_84912.jpg
2325,2325,93,there is a bird that is sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0068_86033.jpg
2326,2326,93,there is a bird that is hanging upside down on a tree,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0054_86551.jpg
2327,2327,93,there is a white and black bird standing on a wooden ledge,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0114_86554.jpg
2328,2328,93,arafed bird sitting on a tree branch with its head hanging down,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0043_86196.jpg
2329,2329,93,arafed bird perched on a tree branch with a blurry background,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0055_86075.jpg
2330,2330,93,araffe sitting on a tree trunk looking at the camera,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0036_86596.jpg
2331,2331,93,there is a bird that is sitting on a piece of wood,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0111_86621.jpg
2332,2332,93,there is a small bird that is sitting on a rock,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0040_86127.jpg
2333,2333,93,araffe hanging upside down from a tree branch with a blue sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0096_86140.jpg
2334,2334,93,there is a bird that is eating from a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0094_86156.jpg
2335,2335,93,arafed bird perched on a tree trunk in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0066_86159.jpg
2336,2336,93,there is a bird that is sitting on a wooden post,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0039_86166.jpg
2337,2337,93,araffe sitting on a branch with a black background,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0049_86557.jpg
2338,2338,93,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0048_86207.jpg
2339,2339,93,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0115_86760.jpg
2340,2340,93,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0002_86287.jpg
2341,2341,93,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0142_86805.jpg
2342,2342,93,araffe sitting on a metal pole in the snow,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0025_85803.jpg
2343,2343,93,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0064_86324.jpg
2344,2344,93,araffe sitting on a tree branch with a blue sky in the background,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0047_85819.jpg
2345,2345,93,there is a bird that is hanging upside down from a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0065_85829.jpg
2346,2346,93,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0137_86910.jpg
2347,2347,93,there is a white and black bird perched on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0131_86416.jpg
2348,2348,93,araffe sitting on a metal pole with a blurry background,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0027_85905.jpg
2349,2349,93,there is a bird that is sitting on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0095_86425.jpg
2350,2350,94,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0027_87561.jpg
2351,2351,94,yellow bird with black and white wings flying in the air,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0020_87066.jpg
2352,2352,94,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0038_87083.jpg
2353,2353,94,there is a small bird that is sitting on a ledge,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0021_87089.jpg
2354,2354,94,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0133_87602.jpg
2355,2355,94,there is a yellow bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0071_89611.jpg
2356,2356,94,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0106_89680.jpg
2357,2357,94,there is a bird that is sitting in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0084_89684.jpg
2358,2358,94,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0045_88178.jpg
2359,2359,94,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0024_89720.jpg
2360,2360,94,there is a small bird that is sitting on a wooden bench,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0014_87690.jpg
2361,2361,94,there is a small bird perched on a branch in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0101_87207.jpg
2362,2362,94,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0102_88818.jpg
2363,2363,94,there is a small bird perched on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0128_87796.jpg
2364,2364,94,there is a small bird sitting on a wire with a blurry background,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0033_88347.jpg
2365,2365,94,araffe bird sitting on a wooden bench with a green grass background,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0069_87839.jpg
2366,2366,94,araffe bird perched on a branch in a forest,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0100_89908.jpg
2367,2367,94,there is a yellow bird standing on a piece of fruit,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0120_88403.jpg
2368,2368,94,there is a bird that is sitting on a ledge eating from a bowl,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0050_89750.jpg
2369,2369,94,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0092_87435.jpg
2370,2370,94,there is a bird that is eating from a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0111_87449.jpg
2371,2371,94,there is a small bird sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0091_88487.jpg
2372,2372,94,araffy bird perched on a branch with a green leaf in the background,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0104_86979.jpg
2373,2373,94,there is a bird that is sitting on a table with an orange,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0052_89553.jpg
2374,2374,94,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/095.Baltimore_Oriole/Baltimore_Oriole_0064_89554.jpg
2375,2375,95,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0050_90629.jpg
2376,2376,95,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0117_90464.jpg
2377,2377,95,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0070_90221.jpg
2378,2378,95,there is a yellow and black bird sitting on a bush,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0104_90264.jpg
2379,2379,95,there is a bird that is sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0091_90821.jpg
2380,2380,95,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0096_90311.jpg
2381,2381,95,there is a bird that is sitting on a branch in the tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0126_90319.jpg
2382,2382,95,yellow and black bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0035_90331.jpg
2383,2383,95,there is a yellow bird perched on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0055_90850.jpg
2384,2384,95,yellow bird with black and black feathers sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0124_90350.jpg
2385,2385,95,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0060_90879.jpg
2386,2386,95,there is a bird that is sitting in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0125_90382.jpg
2387,2387,95,there is a yellow and black bird perched on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0076_90895.jpg
2388,2388,95,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0053_90898.jpg
2389,2389,95,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0106_90899.jpg
2390,2390,95,yellow and black bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0068_90397.jpg
2391,2391,95,there is a yellow bird sitting on a ledge with a palm tree in the background,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0067_90416.jpg
2392,2392,95,yellow bird with black and white feathers sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0130_90422.jpg
2393,2393,95,there is a bird that is sitting in a tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0054_90849.jpg
2394,2394,95,there is a yellow bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0115_90442.jpg
2395,2395,95,there is a yellow and black bird sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0013_90445.jpg
2396,2396,95,yellow and black bird perched on a branch with red flowers,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0049_89955.jpg
2397,2397,95,yellow bird with black and black feathers sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0069_90981.jpg
2398,2398,95,there is a yellow and black bird sitting on a branch,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0079_89978.jpg
2399,2399,95,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0043_90499.jpg
2400,2400,96,there is a small bird that is standing on a tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0082_91654.jpg
2401,2401,96,there is a small bird sitting on a metal pole,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0048_91393.jpg
2402,2402,96,there is a small bird perched on a bare tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0098_91401.jpg
2403,2403,96,there is a small yellow bird perched on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0084_91658.jpg
2404,2404,96,there is a small bird sitting on a branch in the woods,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0080_91417.jpg
2405,2405,96,there is a bird that is sitting on a wooden table,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0042_91678.jpg
2406,2406,96,there is a bird that is sitting on a piece of fruit,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0005_91682.jpg
2407,2407,96,there is a bird that is sitting on a bird feeder,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0023_91705.jpg
2408,2408,96,there is a small bird sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0032_91201.jpg
2409,2409,96,there is a small bird that is sitting on a small tree,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0051_91787.jpg
2410,2410,96,there is a bird that is sitting on a branch of a tree,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0006_91724.jpg
2411,2411,96,there is a bird that is sitting on a bird bath,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0035_92003.jpg
2412,2412,96,there is a small bird sitting on a bare tree branch,/shared/lisabdunlap/data/CUB_200_2011/images/097.Orchard_Oriole/Orchard_Oriole_0024_91755.jpg
